national,south,north,east,central,west,timestamp
60,59,60,55,59,54,2016-08-01T20:00:00+08:00
60,59,60,55,58,54,2016-08-01T21:00:00+08:00
60,58,60,55,58,54,2016-08-01T22:00:00+08:00
59,58,59,54,58,54,2016-08-01T23:00:00+08:00
58,57,58,54,57,53,2016-08-02T01:00:00+08:00
58,57,58,54,57,53,2016-08-02T02:00:00+08:00
57,56,57,53,56,52,2016-08-02T03:00:00+08:00
56,56,56,53,56,51,2016-08-02T04:00:00+08:00
56,56,55,52,55,49,2016-08-02T05:00:00+08:00
55,55,55,52,55,48,2016-08-02T06:00:00+08:00
55,55,54,51,54,46,2016-08-02T07:00:00+08:00
55,55,54,51,53,45,2016-08-02T08:00:00+08:00
55,55,54,51,53,47,2016-08-02T09:00:00+08:00
54,54,54,52,53,47,2016-08-02T10:00:00+08:00
55,54,55,51,53,49,2016-08-02T11:00:00+08:00
55,54,55,52,54,51,2016-08-02T12:00:00+08:00
55,53,55,52,54,52,2016-08-02T13:00:00+08:00
55,54,55,51,54,52,2016-08-02T14:00:00+08:00
55,54,55,51,55,52,2016-08-02T15:00:00+08:00
55,53,55,51,54,52,2016-08-02T16:00:00+08:00
56,53,56,51,54,52,2016-08-02T17:00:00+08:00
56,54,56,51,54,52,2016-08-02T18:00:00+08:00
56,54,56,51,54,53,2016-08-02T19:00:00+08:00
56,54,56,52,54,53,2016-08-02T20:00:00+08:00
57,55,57,52,54,53,2016-08-02T21:00:00+08:00
57,54,57,52,54,53,2016-08-02T22:00:00+08:00
57,54,57,52,54,53,2016-08-02T23:00:00+08:00
57,54,57,52,54,53,2016-08-03T01:00:00+08:00
57,55,57,52,55,53,2016-08-03T02:00:00+08:00
56,55,56,53,55,53,2016-08-03T03:00:00+08:00
57,55,57,53,56,53,2016-08-03T04:00:00+08:00
57,55,57,53,56,53,2016-08-03T05:00:00+08:00
57,55,57,53,56,54,2016-08-03T06:00:00+08:00
56,55,56,54,56,53,2016-08-03T07:00:00+08:00
56,55,56,53,56,53,2016-08-03T08:00:00+08:00
56,55,55,53,56,52,2016-08-03T09:00:00+08:00
55,55,54,52,55,52,2016-08-03T10:00:00+08:00
55,55,54,52,55,52,2016-08-03T11:00:00+08:00
56,55,54,52,56,51,2016-08-03T12:00:00+08:00
55,55,55,51,55,50,2016-08-03T13:00:00+08:00
55,54,55,50,55,49,2016-08-03T14:00:00+08:00
56,54,56,49,54,49,2016-08-03T15:00:00+08:00
56,54,56,49,54,49,2016-08-03T16:00:00+08:00
56,53,56,47,54,48,2016-08-03T17:00:00+08:00
56,53,56,48,53,48,2016-08-03T18:00:00+08:00
56,53,56,47,53,48,2016-08-03T19:00:00+08:00
56,52,56,45,53,47,2016-08-03T20:00:00+08:00
56,52,56,45,53,46,2016-08-03T21:00:00+08:00
55,52,55,44,52,45,2016-08-03T22:00:00+08:00
55,52,55,44,53,46,2016-08-03T23:00:00+08:00
56,52,56,46,53,48,2016-08-04T01:00:00+08:00
56,52,56,46,53,49,2016-08-04T02:00:00+08:00
56,52,56,45,52,48,2016-08-04T03:00:00+08:00
56,52,56,45,52,48,2016-08-04T04:00:00+08:00
56,52,56,44,52,48,2016-08-04T05:00:00+08:00
56,52,56,44,52,47,2016-08-04T06:00:00+08:00
56,53,56,42,52,50,2016-08-04T07:00:00+08:00
57,53,57,43,52,51,2016-08-04T08:00:00+08:00
57,53,57,45,53,52,2016-08-04T09:00:00+08:00
57,53,57,46,53,52,2016-08-04T10:00:00+08:00
57,52,57,46,52,51,2016-08-04T11:00:00+08:00
56,51,56,45,51,51,2016-08-04T12:00:00+08:00
56,51,56,44,50,50,2016-08-04T13:00:00+08:00
55,51,55,43,49,49,2016-08-04T14:00:00+08:00
55,51,55,42,48,49,2016-08-04T15:00:00+08:00
54,51,54,40,47,48,2016-08-04T16:00:00+08:00
54,49,54,41,46,49,2016-08-04T17:00:00+08:00
53,50,53,40,46,50,2016-08-04T18:00:00+08:00
53,49,53,40,45,48,2016-08-04T21:00:00+08:00
54,52,54,41,45,49,2016-08-04T23:00:00+08:00
54,52,54,43,46,50,2016-08-05T01:00:00+08:00
54,52,54,42,47,51,2016-08-05T02:00:00+08:00
54,52,54,44,48,51,2016-08-05T03:00:00+08:00
53,52,53,45,49,51,2016-08-05T04:00:00+08:00
54,52,54,47,49,52,2016-08-05T05:00:00+08:00
54,52,54,46,49,52,2016-08-05T06:00:00+08:00
54,51,54,46,49,52,2016-08-05T07:00:00+08:00
54,51,54,47,48,52,2016-08-05T08:00:00+08:00
54,52,54,47,48,52,2016-08-05T09:00:00+08:00
55,52,55,48,49,52,2016-08-05T10:00:00+08:00
55,52,55,49,50,53,2016-08-05T11:00:00+08:00
55,53,55,49,51,53,2016-08-05T12:00:00+08:00
55,53,55,51,51,55,2016-08-05T13:00:00+08:00
55,54,55,52,52,55,2016-08-05T14:00:00+08:00
56,54,56,53,53,56,2016-08-05T16:00:00+08:00
56,55,56,53,53,56,2016-08-05T17:00:00+08:00
56,55,56,54,54,56,2016-08-05T18:00:00+08:00
56,55,56,54,54,56,2016-08-05T19:00:00+08:00
57,56,56,54,54,57,2016-08-05T20:00:00+08:00
58,55,55,54,54,58,2016-08-05T21:00:00+08:00
58,55,55,55,54,58,2016-08-05T22:00:00+08:00
58,55,54,55,54,58,2016-08-05T23:00:00+08:00
57,55,54,54,54,57,2016-08-06T01:00:00+08:00
57,55,53,54,54,57,2016-08-06T02:00:00+08:00
57,55,53,54,54,57,2016-08-06T03:00:00+08:00
57,55,53,54,53,57,2016-08-06T04:00:00+08:00
56,55,53,54,53,56,2016-08-06T05:00:00+08:00
56,56,53,54,54,56,2016-08-06T06:00:00+08:00
56,56,53,54,54,56,2016-08-06T07:00:00+08:00
56,56,53,54,54,56,2016-08-06T08:00:00+08:00
56,55,53,54,54,56,2016-08-06T09:00:00+08:00
57,55,53,54,54,57,2016-08-06T10:00:00+08:00
57,55,54,54,54,57,2016-08-06T11:00:00+08:00
57,54,54,54,54,57,2016-08-06T12:00:00+08:00
57,55,54,54,54,57,2016-08-06T13:00:00+08:00
56,55,54,54,54,56,2016-08-06T14:00:00+08:00
56,56,55,54,54,56,2016-08-06T15:00:00+08:00
57,56,55,55,55,57,2016-08-06T16:00:00+08:00
57,56,56,55,55,57,2016-08-06T17:00:00+08:00
58,57,57,55,55,58,2016-08-06T18:00:00+08:00
58,56,58,55,56,58,2016-08-06T19:00:00+08:00
58,56,57,55,56,58,2016-08-06T20:00:00+08:00
58,57,57,55,56,58,2016-08-06T21:00:00+08:00
58,57,57,55,56,58,2016-08-06T22:00:00+08:00
58,57,58,55,56,58,2016-08-06T23:00:00+08:00
59,57,58,55,56,59,2016-08-07T01:00:00+08:00
59,57,59,55,56,59,2016-08-07T02:00:00+08:00
60,57,60,55,56,60,2016-08-07T04:00:00+08:00
60,57,60,55,56,60,2016-08-07T05:00:00+08:00
60,57,60,56,57,60,2016-08-07T06:00:00+08:00
60,57,60,55,57,60,2016-08-07T07:00:00+08:00
60,57,60,55,57,60,2016-08-07T08:00:00+08:00
60,58,60,55,57,60,2016-08-07T09:00:00+08:00
60,58,60,55,57,60,2016-08-07T10:00:00+08:00
61,58,60,55,58,61,2016-08-07T11:00:00+08:00
61,59,60,55,58,61,2016-08-07T12:00:00+08:00
61,58,60,55,58,61,2016-08-07T13:00:00+08:00
61,58,60,55,58,61,2016-08-07T14:00:00+08:00
61,58,60,55,58,61,2016-08-07T15:00:00+08:00
61,58,60,55,58,61,2016-08-07T16:00:00+08:00
61,58,61,55,58,61,2016-08-07T17:00:00+08:00
61,58,61,55,58,60,2016-08-07T18:00:00+08:00
60,58,60,55,57,59,2016-08-07T19:00:00+08:00
61,59,61,56,58,60,2016-08-07T20:00:00+08:00
61,58,61,56,58,60,2016-08-07T21:00:00+08:00
62,59,62,57,59,60,2016-08-07T22:00:00+08:00
62,59,62,58,60,60,2016-08-07T23:00:00+08:00
63,60,63,58,60,60,2016-08-08T01:00:00+08:00
63,60,63,59,60,60,2016-08-08T02:00:00+08:00
63,60,63,59,61,61,2016-08-08T03:00:00+08:00
63,60,63,59,61,61,2016-08-08T04:00:00+08:00
63,61,63,59,61,61,2016-08-08T05:00:00+08:00
63,61,63,60,61,61,2016-08-08T06:00:00+08:00
63,61,63,60,62,61,2016-08-08T07:00:00+08:00
64,62,64,61,62,61,2016-08-08T08:00:00+08:00
64,62,64,61,62,61,2016-08-08T09:00:00+08:00
64,62,64,62,62,62,2016-08-08T10:00:00+08:00
64,61,64,62,62,62,2016-08-08T11:00:00+08:00
64,61,64,61,61,61,2016-08-08T12:00:00+08:00
64,61,64,62,61,62,2016-08-08T13:00:00+08:00
64,61,64,62,61,62,2016-08-08T14:00:00+08:00
64,61,64,62,62,61,2016-08-08T15:00:00+08:00
63,62,63,62,62,61,2016-08-08T17:00:00+08:00
63,62,62,63,62,61,2016-08-08T18:00:00+08:00
63,62,62,63,62,61,2016-08-08T19:00:00+08:00
63,61,61,63,62,60,2016-08-08T20:00:00+08:00
62,61,61,62,61,60,2016-08-08T21:00:00+08:00
62,61,61,62,61,59,2016-08-08T22:00:00+08:00
62,62,60,62,61,59,2016-08-08T23:00:00+08:00
63,63,60,62,62,60,2016-08-09T01:00:00+08:00
63,63,61,63,62,60,2016-08-09T02:00:00+08:00
64,64,62,63,63,59,2016-08-09T03:00:00+08:00
65,65,63,63,63,60,2016-08-09T04:00:00+08:00
64,64,63,62,63,60,2016-08-09T05:00:00+08:00
65,64,65,62,62,61,2016-08-09T06:00:00+08:00
66,63,66,61,62,63,2016-08-09T07:00:00+08:00
66,63,66,61,62,64,2016-08-09T08:00:00+08:00
66,64,66,61,63,63,2016-08-09T09:00:00+08:00
67,64,67,61,64,63,2016-08-09T10:00:00+08:00
67,65,67,61,65,63,2016-08-09T11:00:00+08:00
69,65,69,62,65,63,2016-08-09T12:00:00+08:00
69,65,69,62,65,63,2016-08-09T13:00:00+08:00
70,65,70,61,65,62,2016-08-09T14:00:00+08:00
70,65,70,61,65,63,2016-08-09T15:00:00+08:00
70,65,70,60,64,62,2016-08-09T16:00:00+08:00
70,65,70,60,64,63,2016-08-09T17:00:00+08:00
70,64,70,60,64,63,2016-08-09T18:00:00+08:00
70,64,70,59,64,63,2016-08-09T19:00:00+08:00
70,65,70,60,64,63,2016-08-09T20:00:00+08:00
70,65,70,60,65,63,2016-08-09T21:00:00+08:00
71,65,71,60,65,64,2016-08-09T22:00:00+08:00
71,65,71,59,64,64,2016-08-09T23:00:00+08:00
70,62,70,57,63,62,2016-08-10T01:00:00+08:00
69,61,69,56,62,62,2016-08-10T02:00:00+08:00
68,59,68,56,60,62,2016-08-10T03:00:00+08:00
67,59,67,55,60,61,2016-08-10T04:00:00+08:00
65,58,65,55,59,60,2016-08-10T05:00:00+08:00
64,58,64,55,59,58,2016-08-10T06:00:00+08:00
62,58,62,54,58,56,2016-08-10T07:00:00+08:00
61,57,61,54,57,55,2016-08-10T08:00:00+08:00
60,56,60,53,56,55,2016-08-10T09:00:00+08:00
60,55,60,53,55,54,2016-08-10T10:00:00+08:00
59,54,59,52,54,53,2016-08-10T11:00:00+08:00
57,54,57,51,52,52,2016-08-10T12:00:00+08:00
56,54,56,48,53,52,2016-08-10T13:00:00+08:00
55,53,55,47,52,52,2016-08-10T14:00:00+08:00
54,53,54,45,51,51,2016-08-10T15:00:00+08:00
53,52,53,44,47,51,2016-08-10T17:00:00+08:00
54,52,54,42,49,51,2016-08-10T18:00:00+08:00
54,52,54,41,50,51,2016-08-10T19:00:00+08:00
54,51,54,40,49,51,2016-08-10T20:00:00+08:00
54,49,54,39,47,51,2016-08-10T21:00:00+08:00
54,47,54,40,45,49,2016-08-10T22:00:00+08:00
53,46,53,42,44,47,2016-08-10T23:00:00+08:00
53,49,53,44,45,49,2016-08-11T01:00:00+08:00
54,51,54,45,45,50,2016-08-11T02:00:00+08:00
54,51,54,47,46,51,2016-08-11T03:00:00+08:00
54,52,54,48,47,51,2016-08-11T04:00:00+08:00
55,52,55,49,48,52,2016-08-11T05:00:00+08:00
55,52,55,50,50,51,2016-08-11T06:00:00+08:00
55,53,55,51,51,52,2016-08-11T07:00:00+08:00
55,53,55,51,51,52,2016-08-11T08:00:00+08:00
55,53,55,51,52,53,2016-08-11T15:00:00+08:00
56,53,56,52,52,53,2016-08-11T16:00:00+08:00
56,54,56,52,52,53,2016-08-11T17:00:00+08:00
56,54,56,52,52,53,2016-08-11T18:00:00+08:00
55,54,55,52,52,54,2016-08-11T19:00:00+08:00
55,54,55,53,52,55,2016-08-11T20:00:00+08:00
56,55,56,53,53,55,2016-08-11T21:00:00+08:00
57,55,57,53,53,56,2016-08-11T22:00:00+08:00
57,55,57,53,53,55,2016-08-11T23:00:00+08:00
58,55,58,52,54,55,2016-08-12T01:00:00+08:00
58,55,58,52,54,55,2016-08-12T02:00:00+08:00
58,55,58,52,54,56,2016-08-12T03:00:00+08:00
58,54,58,51,54,56,2016-08-12T04:00:00+08:00
58,54,58,51,54,56,2016-08-12T05:00:00+08:00
58,54,58,51,54,56,2016-08-12T06:00:00+08:00
58,53,58,51,54,56,2016-08-12T07:00:00+08:00
58,53,58,52,54,56,2016-08-12T08:00:00+08:00
59,53,59,51,54,56,2016-08-12T09:00:00+08:00
59,53,59,51,54,56,2016-08-12T10:00:00+08:00
59,53,59,51,53,56,2016-08-12T11:00:00+08:00
58,53,58,51,54,56,2016-08-12T12:00:00+08:00
58,53,58,51,54,56,2016-08-12T13:00:00+08:00
59,54,59,52,54,56,2016-08-12T14:00:00+08:00
59,53,59,52,54,56,2016-08-12T15:00:00+08:00
59,54,59,52,54,56,2016-08-12T16:00:00+08:00
59,53,59,52,54,55,2016-08-12T17:00:00+08:00
59,53,59,52,53,55,2016-08-12T18:00:00+08:00
59,54,59,52,54,54,2016-08-12T19:00:00+08:00
59,53,59,52,53,54,2016-08-12T20:00:00+08:00
58,53,58,51,53,53,2016-08-12T21:00:00+08:00
58,53,58,51,53,53,2016-08-12T22:00:00+08:00
58,53,58,52,53,53,2016-08-12T23:00:00+08:00
57,54,57,53,52,54,2016-08-13T01:00:00+08:00
58,54,58,53,52,54,2016-08-13T02:00:00+08:00
58,54,58,54,53,54,2016-08-13T03:00:00+08:00
58,55,58,54,54,54,2016-08-13T04:00:00+08:00
59,56,59,54,54,54,2016-08-13T05:00:00+08:00
59,56,59,55,54,54,2016-08-13T06:00:00+08:00
60,57,60,55,55,55,2016-08-13T07:00:00+08:00
61,57,61,55,55,55,2016-08-13T08:00:00+08:00
61,57,61,56,56,55,2016-08-13T09:00:00+08:00
61,57,61,56,56,55,2016-08-13T10:00:00+08:00
61,58,61,57,57,56,2016-08-13T11:00:00+08:00
62,58,62,57,57,56,2016-08-13T12:00:00+08:00
62,59,62,57,57,56,2016-08-13T13:00:00+08:00
62,59,62,57,57,56,2016-08-13T14:00:00+08:00
62,60,62,57,58,56,2016-08-13T15:00:00+08:00
62,61,62,58,59,56,2016-08-13T16:00:00+08:00
62,61,62,59,60,57,2016-08-13T17:00:00+08:00
63,61,63,59,61,57,2016-08-13T18:00:00+08:00
63,61,63,60,61,57,2016-08-13T19:00:00+08:00
63,62,63,60,62,57,2016-08-13T20:00:00+08:00
63,63,63,61,62,57,2016-08-13T21:00:00+08:00
64,64,63,61,63,57,2016-08-13T22:00:00+08:00
64,64,63,61,63,56,2016-08-13T23:00:00+08:00
65,65,62,61,63,55,2016-08-14T01:00:00+08:00
64,64,62,61,62,55,2016-08-14T02:00:00+08:00
64,64,61,61,62,55,2016-08-14T03:00:00+08:00
64,64,61,61,61,55,2016-08-14T04:00:00+08:00
64,64,61,61,61,55,2016-08-14T05:00:00+08:00
63,63,61,61,61,54,2016-08-14T06:00:00+08:00
63,63,60,61,61,54,2016-08-14T07:00:00+08:00
62,62,59,60,60,54,2016-08-14T08:00:00+08:00
63,63,59,60,60,54,2016-08-14T09:00:00+08:00
63,63,59,60,60,54,2016-08-14T10:00:00+08:00
62,62,59,60,60,54,2016-08-14T11:00:00+08:00
62,62,60,60,60,54,2016-08-14T12:00:00+08:00
62,62,60,61,60,54,2016-08-14T13:00:00+08:00
61,61,60,61,59,55,2016-08-14T14:00:00+08:00
62,62,61,61,60,56,2016-08-14T15:00:00+08:00
61,61,61,61,60,56,2016-08-14T16:00:00+08:00
61,61,61,61,60,56,2016-08-14T17:00:00+08:00
62,62,61,61,59,57,2016-08-14T18:00:00+08:00
61,61,60,60,59,57,2016-08-14T19:00:00+08:00
61,61,61,60,59,57,2016-08-14T20:00:00+08:00
61,60,61,59,59,57,2016-08-14T21:00:00+08:00
61,59,61,58,58,57,2016-08-14T22:00:00+08:00
61,58,61,58,58,57,2016-08-14T23:00:00+08:00
61,57,61,57,58,58,2016-08-15T01:00:00+08:00
60,57,60,57,58,58,2016-08-15T02:00:00+08:00
60,58,60,56,58,57,2016-08-15T03:00:00+08:00
60,57,60,56,58,57,2016-08-15T04:00:00+08:00
60,57,60,56,58,57,2016-08-15T05:00:00+08:00
59,57,59,55,58,57,2016-08-15T06:00:00+08:00
59,57,59,55,58,57,2016-08-15T07:00:00+08:00
59,57,59,55,57,57,2016-08-15T08:00:00+08:00
59,57,59,55,57,57,2016-08-15T09:00:00+08:00
58,57,58,55,56,57,2016-08-15T10:00:00+08:00
57,57,57,55,56,56,2016-08-15T11:00:00+08:00
57,57,56,54,55,56,2016-08-15T12:00:00+08:00
57,57,56,54,56,55,2016-08-15T13:00:00+08:00
57,57,55,54,55,54,2016-08-15T14:00:00+08:00
55,55,55,53,55,53,2016-08-15T15:00:00+08:00
55,55,54,52,54,52,2016-08-15T16:00:00+08:00
55,54,55,51,53,52,2016-08-15T17:00:00+08:00
55,53,55,49,53,51,2016-08-15T18:00:00+08:00
56,53,56,48,53,51,2016-08-15T19:00:00+08:00
55,53,55,48,52,51,2016-08-15T20:00:00+08:00
55,52,55,47,51,49,2016-08-15T21:00:00+08:00
54,52,54,46,49,48,2016-08-15T22:00:00+08:00
53,51,53,45,47,48,2016-08-15T23:00:00+08:00
52,49,52,41,43,44,2016-08-16T01:00:00+08:00
52,47,52,39,41,42,2016-08-16T02:00:00+08:00
51,45,51,38,40,41,2016-08-16T03:00:00+08:00
48,43,48,38,38,39,2016-08-16T04:00:00+08:00
47,41,47,37,37,37,2016-08-16T05:00:00+08:00
46,41,46,36,36,37,2016-08-16T06:00:00+08:00
44,40,44,36,36,37,2016-08-16T07:00:00+08:00
43,38,43,36,37,35,2016-08-16T08:00:00+08:00
44,39,44,35,37,35,2016-08-16T09:00:00+08:00
43,38,43,35,37,35,2016-08-16T10:00:00+08:00
43,36,43,33,37,36,2016-08-16T11:00:00+08:00
44,36,44,34,38,37,2016-08-16T12:00:00+08:00
43,36,43,33,38,38,2016-08-16T13:00:00+08:00
43,36,43,34,36,38,2016-08-16T14:00:00+08:00
41,36,41,33,35,40,2016-08-16T15:00:00+08:00
41,37,41,34,35,41,2016-08-16T16:00:00+08:00
42,37,41,34,35,42,2016-08-16T17:00:00+08:00
42,36,42,34,32,41,2016-08-16T18:00:00+08:00
42,37,40,35,31,42,2016-08-16T19:00:00+08:00
42,36,42,35,31,42,2016-08-16T20:00:00+08:00
43,35,43,35,33,43,2016-08-16T21:00:00+08:00
44,37,44,35,34,43,2016-08-16T22:00:00+08:00
46,38,46,37,34,43,2016-08-16T23:00:00+08:00
51,43,51,38,36,47,2016-08-17T01:00:00+08:00
52,43,52,39,37,46,2016-08-17T02:00:00+08:00
52,44,52,39,38,47,2016-08-17T03:00:00+08:00
52,44,52,39,38,47,2016-08-17T04:00:00+08:00
52,44,52,40,38,48,2016-08-17T05:00:00+08:00
52,45,52,40,40,47,2016-08-17T06:00:00+08:00
53,45,53,40,39,48,2016-08-17T07:00:00+08:00
53,45,53,40,38,47,2016-08-17T08:00:00+08:00
53,45,53,39,36,48,2016-08-17T09:00:00+08:00
53,45,53,38,36,46,2016-08-17T10:00:00+08:00
52,45,52,39,36,46,2016-08-17T11:00:00+08:00
52,44,52,38,37,47,2016-08-17T12:00:00+08:00
53,44,53,38,36,46,2016-08-17T13:00:00+08:00
53,44,53,39,37,47,2016-08-17T14:00:00+08:00
54,46,54,39,37,47,2016-08-17T15:00:00+08:00
55,45,55,45,39,45,2016-08-17T16:00:00+08:00
55,48,55,46,40,44,2016-08-17T17:00:00+08:00
54,48,54,45,41,46,2016-08-17T18:00:00+08:00
55,51,55,46,44,46,2016-08-17T19:00:00+08:00
55,50,55,47,46,46,2016-08-17T20:00:00+08:00
56,50,56,49,46,46,2016-08-17T21:00:00+08:00
56,49,56,50,47,46,2016-08-17T22:00:00+08:00
57,48,57,49,48,46,2016-08-17T23:00:00+08:00
58,46,58,50,47,45,2016-08-18T01:00:00+08:00
61,46,61,50,48,45,2016-08-18T02:00:00+08:00
63,45,63,51,47,45,2016-08-18T03:00:00+08:00
64,47,64,51,47,47,2016-08-18T04:00:00+08:00
65,47,65,51,47,48,2016-08-18T05:00:00+08:00
65,47,65,51,46,49,2016-08-18T06:00:00+08:00
66,48,66,51,47,49,2016-08-18T07:00:00+08:00
67,48,67,52,47,51,2016-08-18T08:00:00+08:00
67,47,67,52,47,52,2016-08-18T09:00:00+08:00
67,47,67,52,47,52,2016-08-18T10:00:00+08:00
64,48,64,52,47,52,2016-08-18T11:00:00+08:00
64,48,64,52,47,51,2016-08-18T12:00:00+08:00
64,49,64,52,47,52,2016-08-18T13:00:00+08:00
63,48,63,52,47,52,2016-08-18T14:00:00+08:00
63,46,63,52,46,52,2016-08-18T15:00:00+08:00
62,45,62,48,45,52,2016-08-18T16:00:00+08:00
62,43,62,49,44,52,2016-08-18T18:00:00+08:00
61,40,61,49,42,52,2016-08-18T19:00:00+08:00
59,40,59,47,40,52,2016-08-18T20:00:00+08:00
59,40,59,45,38,52,2016-08-18T21:00:00+08:00
58,39,58,44,37,52,2016-08-18T22:00:00+08:00
57,42,57,43,37,52,2016-08-18T23:00:00+08:00
56,43,56,43,37,52,2016-08-19T01:00:00+08:00
55,44,55,44,38,52,2016-08-19T02:00:00+08:00
55,45,55,44,38,52,2016-08-19T03:00:00+08:00
53,45,53,44,39,51,2016-08-19T04:00:00+08:00
52,46,52,44,40,51,2016-08-19T05:00:00+08:00
52,45,52,45,40,50,2016-08-19T06:00:00+08:00
51,51,51,45,40,49,2016-08-19T07:00:00+08:00
48,46,48,44,40,48,2016-08-19T08:00:00+08:00
49,47,48,44,40,49,2016-08-19T09:00:00+08:00
50,49,47,43,41,50,2016-08-19T10:00:00+08:00
51,47,48,42,40,51,2016-08-19T11:00:00+08:00
51,47,48,41,39,51,2016-08-19T12:00:00+08:00
48,46,48,41,38,48,2016-08-19T13:00:00+08:00
48,45,48,40,37,46,2016-08-19T14:00:00+08:00
48,45,48,38,38,45,2016-08-19T15:00:00+08:00
47,45,47,37,36,44,2016-08-19T16:00:00+08:00
47,45,47,37,35,43,2016-08-19T17:00:00+08:00
47,44,47,38,34,43,2016-08-19T18:00:00+08:00
47,45,47,36,34,44,2016-08-19T19:00:00+08:00
47,45,47,38,34,43,2016-08-19T20:00:00+08:00
47,46,47,38,34,43,2016-08-19T21:00:00+08:00
49,49,49,38,35,44,2016-08-19T22:00:00+08:00
50,48,50,39,35,45,2016-08-19T23:00:00+08:00
50,48,50,40,35,45,2016-08-20T01:00:00+08:00
50,48,50,40,35,46,2016-08-20T02:00:00+08:00
50,47,50,41,37,47,2016-08-20T03:00:00+08:00
51,47,51,42,37,48,2016-08-20T04:00:00+08:00
51,46,51,42,37,47,2016-08-20T05:00:00+08:00
51,46,51,42,37,49,2016-08-20T06:00:00+08:00
52,46,52,43,38,50,2016-08-20T07:00:00+08:00
52,45,52,45,39,51,2016-08-20T08:00:00+08:00
52,43,52,45,39,47,2016-08-20T09:00:00+08:00
53,42,53,45,38,45,2016-08-20T10:00:00+08:00
52,42,52,45,39,43,2016-08-20T11:00:00+08:00
52,44,52,45,41,41,2016-08-20T12:00:00+08:00
52,45,52,44,41,42,2016-08-20T13:00:00+08:00
52,46,52,45,42,42,2016-08-20T14:00:00+08:00
52,45,52,44,41,41,2016-08-20T15:00:00+08:00
53,46,53,44,41,42,2016-08-20T16:00:00+08:00
54,44,54,43,42,40,2016-08-20T21:00:00+08:00
53,42,53,43,42,39,2016-08-20T22:00:00+08:00
53,43,53,42,42,38,2016-08-20T23:00:00+08:00
53,44,53,42,42,37,2016-08-21T01:00:00+08:00
53,43,53,43,42,37,2016-08-21T02:00:00+08:00
53,42,53,42,42,38,2016-08-21T03:00:00+08:00
53,41,53,42,41,38,2016-08-21T04:00:00+08:00
53,41,53,41,42,37,2016-08-21T05:00:00+08:00
52,42,52,40,40,36,2016-08-21T06:00:00+08:00
52,42,52,38,41,36,2016-08-21T07:00:00+08:00
52,42,52,36,39,36,2016-08-21T08:00:00+08:00
53,43,53,38,40,36,2016-08-21T09:00:00+08:00
52,43,52,39,40,35,2016-08-21T10:00:00+08:00
52,44,52,37,39,38,2016-08-21T11:00:00+08:00
52,43,52,37,38,44,2016-08-21T12:00:00+08:00
52,42,52,38,38,46,2016-08-21T13:00:00+08:00
52,43,52,39,39,46,2016-08-21T14:00:00+08:00
52,44,52,39,40,47,2016-08-21T15:00:00+08:00
52,44,52,39,40,46,2016-08-21T16:00:00+08:00
52,43,52,39,40,47,2016-08-21T17:00:00+08:00
52,43,52,40,41,44,2016-08-21T18:00:00+08:00
52,45,52,40,42,44,2016-08-21T19:00:00+08:00
52,43,52,38,41,44,2016-08-21T20:00:00+08:00
51,45,51,38,41,44,2016-08-21T21:00:00+08:00
52,45,52,37,41,44,2016-08-21T22:00:00+08:00
51,42,51,37,40,44,2016-08-21T23:00:00+08:00
50,39,50,35,38,44,2016-08-22T01:00:00+08:00
50,39,50,33,38,44,2016-08-22T02:00:00+08:00
48,40,48,33,37,43,2016-08-22T03:00:00+08:00
47,40,47,31,37,42,2016-08-22T04:00:00+08:00
46,40,46,31,35,43,2016-08-22T05:00:00+08:00
45,38,45,31,35,43,2016-08-22T06:00:00+08:00
45,37,45,31,35,42,2016-08-22T07:00:00+08:00
44,37,44,33,35,41,2016-08-22T08:00:00+08:00
44,36,44,32,35,42,2016-08-22T09:00:00+08:00
44,36,44,31,35,43,2016-08-22T10:00:00+08:00
45,37,45,32,35,40,2016-08-22T11:00:00+08:00
45,37,45,34,35,36,2016-08-22T12:00:00+08:00
44,37,44,33,35,35,2016-08-22T13:00:00+08:00
45,37,45,32,35,35,2016-08-22T14:00:00+08:00
45,37,45,35,36,36,2016-08-22T15:00:00+08:00
46,41,46,37,39,38,2016-08-22T16:00:00+08:00
46,44,46,39,42,38,2016-08-22T17:00:00+08:00
48,44,48,40,42,38,2016-08-22T18:00:00+08:00
49,45,49,40,42,41,2016-08-22T19:00:00+08:00
51,46,51,42,44,45,2016-08-22T20:00:00+08:00
52,48,52,46,47,47,2016-08-22T21:00:00+08:00
52,51,52,49,50,50,2016-08-22T22:00:00+08:00
53,52,53,51,52,52,2016-08-22T23:00:00+08:00
55,54,55,53,54,54,2016-08-23T01:00:00+08:00
56,54,56,53,55,55,2016-08-23T02:00:00+08:00
57,55,57,53,55,56,2016-08-23T03:00:00+08:00
58,55,58,53,56,57,2016-08-23T04:00:00+08:00
59,56,59,53,57,57,2016-08-23T05:00:00+08:00
60,56,60,54,57,57,2016-08-23T06:00:00+08:00
61,56,61,53,57,57,2016-08-23T07:00:00+08:00
62,56,62,53,57,58,2016-08-23T08:00:00+08:00
63,57,63,53,58,59,2016-08-23T09:00:00+08:00
64,57,64,54,59,59,2016-08-23T10:00:00+08:00
64,57,64,54,59,59,2016-08-23T11:00:00+08:00
64,58,64,54,60,59,2016-08-23T12:00:00+08:00
65,58,65,54,60,60,2016-08-23T13:00:00+08:00
